//인첸트스크립트_all		//조합코드:index값							아이템참조		7245마야보석1레벨_Drop						조합 비용												
//최종수정자:정동일		//아이템종류:0:무기1:방어구							4201필미스톤		7246마야보석2레벨						1~6 100%가 1:1												
//Version	0.0.0.9	//최소아이템레벨:인첸트가일어나는최소아이템레벨(아이템스크립트LV파라미터값비교)							4202오버미스톤		7247마야보석3레벨						7인챈 이상은 50%가 1:1												
//작성일	오후 4:51 2009-02-13	//최대아이템레벨:인첸트가일어나는최대아이템레벨(아이템스크립트LV파라미터값비교)							4203스트렝스스톤		7248마야보석4레벨_Cash																		
//									4701프로텍션크리스탈		7249마야금속1레벨_Drop																		
//									4702샤이닝크리스탈		7250마야금속2레벨																		
//									4204메가미스톤		7251마야금속3레벨																		
//									4703유니크리스탈		7252마야금속4레벨_Cash					//테스트를 위한 가 데이터										//현재 인챈트 착용 요구치 공식 : INT(인챈트 급수 / ( 3 - (아이템 레벨 / 6 ) ) + 1 )			
//																	"//(100%조합*상수 값)으로 계산하며, 소수점 첫 째 자리에서 반올림한 정수 값으로 출력."									사용여부			
//					  MONEY EnchantFare = (rTargetSlot.GetPriceForBuy()*rTargetSlot.GetItemInfo()->m_LV)												//소수점 3째 자리까지 입력 가능(ex. 0.001)									0. 사용안함			
//																										1. 사용함			
//1.1																													
//추가 버전															816		816						816			816			
//설명	조합코드	아이템종류	아이템레벨	인첸트등급	인첸트재료1	인첸트재료1개수	인첸트재료2	인첸트재료2개수	인첸트재료3	인첸트재료3개수	인첸트재료4	인첸트재료4개수	인첸트재료5	인첸트재료5개수	100%재료	필요하임배율	75%재료	필요하임배율	50%재료	필요하임배율	25%재료	필요하임배율	사용여부	다운확률	다운레벨	사용여부	착용요구치상승폭		
	bCode	bItemType	bItemLV	bEnchant	wMaterial1	wMaterial1Num	wMaterial2	wMaterial2Num	wMaterial3	wMaterial3Num	wMaterial4	wMaterial4Num	wMaterial5	wMaterial5Num	HaimFare1	MaterialFare1	HaimFare2	MaterialFare2	HaimFare3	MaterialFare3	HaimFare4	MaterialFare4	bDownGrade	byDownPer	byDownLV	bLimitRatio	dLimitRatio	FieldEnd	
	797	1	10	1	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
	798	1	10	2	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
	799	1	10	3	4204	1	0	0	0	0	0	0	0	0	1	1.1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
	800	1	10	4	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
	801	1	10	5	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
	802	1	10	6	4204	1	0	0	0	0	0	0	0	0	1	1.2	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
	803	1	10	7	4204	1	4701	1	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	10	1	1	0.6		//+7인첸트할때필요재료
	804	1	10	8	4204	2	4701	2	0	0	0	0	0	0	1	1.2	1	1	0.75	0.75	0.5	0.5	1	20	1	1	0.4		//+8인첸트할때필요재료
	805	1	10	9	4204	4	4701	4	0	0	0	0	0	0	1	1.3	1	1	0.75	0.75	0.5	0.5	1	30	1	1	0.2		//+9인첸트할때필요재료
	806	1	10	10	4204	8	4701	8	4702	8	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	40	1	1	-0.3		//+10인첸트할때필요재료
	807	1	10	11	4204	16	4701	16	4702	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	50	1	1	-0.5		//+11인첸트할때필요재료
	808	1	10	12	4204	32	4701	32	4702	32	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	100	1	1	-0.9		//+12인첸트할때필요재료
	809	1	21	1	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	810	1	21	2	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	811	1	21	3	4204	2	0	0	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	812	1	21	4	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	813	1	21	5	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	814	1	21	6	4204	2	0	0	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	815	1	21	7	4204	4	4202	4	4701	4	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	816	1	21	8	4204	8	4202	8	4701	8	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	817	1	21	9	4204	16	4202	16	4701	16	0	0	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	818	1	21	10	4204	32	4202	32	4701	32	4702	32	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	819	1	21	11	4204	64	4202	64	4701	64	4702	64	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	820	1	21	12	4204	128	4202	128	4701	128	4702	128	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
	821	1	25	1	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+1인첸트할때필요재료
	822	1	25	2	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+2인첸트할때필요재료
	823	1	25	3	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+3인첸트할때필요재료
	824	1	25	4	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+4인첸트할때필요재료
	825	1	25	5	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.67		//+5인첸트할때필요재료
	826	1	25	6	7283	1	4204	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.75		//+6인첸트할때필요재료
	827	1	25	7	7283	2	4204	2	4701	4	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.6		//+7인첸트할때필요재료
	828	1	25	8	7283	4	4204	4	4701	8	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.4		//+8인첸트할때필요재료
	829	1	25	9	7283	8	4204	8	4701	16	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.2		//+9인첸트할때필요재료
	830	1	25	10	7283	16	4204	16	4701	32	4702	32	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	831	1	25	11	7283	32	4204	32	4701	64	4702	64	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	832	1	25	12	7283	64	4204	64	4701	128	4702	128	0	0	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	833	1	26	1	4205	1	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+1인첸트할때필요재료
	834	1	26	2	4205	2	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+2인첸트할때필요재료
	835	1	26	3	4205	3	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+3인첸트할때필요재료
	836	1	26	4	4205	4	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1		//+4인첸트할때필요재료
	837	1	26	5	4205	5	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.67		//+5인첸트할때필요재료
	838	1	26	6	4205	6	7283	1	4204	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.75		//+6인첸트할때필요재료
	839	1	26	7	4205	7	7283	2	4204	2	4701	4	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.6		//+7인첸트할때필요재료
	840	1	26	8	4205	8	7283	4	4204	4	4701	8	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.4		//+8인첸트할때필요재료
	841	1	26	9	4205	16	7283	8	4204	8	4701	16	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0.2		//+9인첸트할때필요재료
	842	1	26	10	4205	32	7283	16	4204	16	4701	32	4702	32	1	1	1	1	1	1	1	1	1	0	1	1	-0.3		//+10인첸트할때필요재료
	843	1	26	11	4205	32	7283	32	4204	32	4701	64	4702	64	1	1	1	1	1	1	1	1	1	0	1	1	-0.5		//+11인첸트할때필요재료
	844	1	26	12	4205	64	7283	64	4204	64	4701	128	4702	128	1	1	1	1	1	1	1	1	1	0	1	1	-0.9		//+12인첸트할때필요재료
	845	1	22	1	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+1인첸트할때필요재료
	846	1	22	2	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+2인첸트할때필요재료
	847	1	22	3	4204	2	7283	1	0	0	0	0	0	0	1	1.1	1	1	1	1	0.75	0.75	1	0	1	1	1		//+3인첸트할때필요재료
	848	1	22	4	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	1		//+4인첸트할때필요재료
	849	1	22	5	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.67		//+5인첸트할때필요재료
	850	1	22	6	4204	2	7283	1	0	0	0	0	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.75		//+6인첸트할때필요재료
	851	1	22	7	4204	4	4201	4	4701	4	7283	2	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.6		//+7인첸트할때필요재료
	852	1	22	8	4204	8	4201	8	4701	8	7283	2	0	0	1	1.2	1	1	1	1	0.75	0.75	1	0	1	1	0.4		//+8인첸트할때필요재료
	853	1	22	9	4204	16	4201	16	4701	16	7283	2	0	0	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	0.2		//+9인첸트할때필요재료
	854	1	22	10	4204	32	4201	32	4701	32	4702	32	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.3		//+10인첸트할때필요재료
	855	1	22	11	4204	64	4201	64	4701	64	4702	64	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.5		//+11인첸트할때필요재료
	856	1	22	12	4204	128	4201	128	4701	128	4702	128	7283	4	1	1.3	1	1	1	1	0.75	0.75	1	0	1	1	-0.9		//+12인첸트할때필요재료
//캐시 인챈트 그룹_일반 무기																													
//	1001	0	1	1	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+1인첸트할때필요재료
//	1002	0	1	2	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+2인첸트할때필요재료
//	1003	0	1	3	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+3인첸트할때필요재료
//	1004	0	1	4	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		//+4인첸트할때필요재료
//	1005	0	1	5	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		//+5인첸트할때필요재료
//	1006	0	1	6	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		//+6인첸트할때필요재료
//	1007	0	1	7	7245	8	7249	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		//+7인첸트할때필요재료
//	1008	0	1	8	7245	16	7249	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		//+8인첸트할때필요재료
//	1009	0	1	9	7245	32	7249	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		//+9인첸트할때필요재료
//	1010	0	1	10	7245	64	7249	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		//+10인첸트할때필요재료
//	1011	0	1	11	7245	128	7249	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		//+11인첸트할때필요재료
//	1012	0	1	12	7245	255	7249	255	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		//+12인첸트할때필요재료
//	1013	0	2	1	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1014	0	2	2	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1015	0	2	3	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1016	0	2	4	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1017	0	2	5	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1018	0	2	6	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1019	0	2	7	7245	8	7249	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1020	0	2	8	7245	16	7249	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1021	0	2	9	7245	32	7249	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1022	0	2	10	7245	64	7249	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1023	0	2	11	7245	128	7249	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1024	0	2	12	7245	255	7249	255	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1025	0	3	1	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1026	0	3	2	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1027	0	3	3	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1028	0	3	4	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1029	0	3	5	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1030	0	3	6	7245	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1031	0	3	7	7245	8	7249	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1032	0	3	8	7245	16	7249	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1033	0	3	9	7245	32	7249	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1034	0	3	10	7245	64	7249	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1035	0	3	11	7245	128	7249	128	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1036	0	3	12	7245	255	7249	255	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1037	0	4	1	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1038	0	4	2	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1039	0	4	3	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1040	0	4	4	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1041	0	4	5	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1042	0	4	6	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1043	0	4	7	7246	2	7250	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1044	0	4	8	7246	4	7250	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1045	0	4	9	7246	8	7250	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1046	0	4	10	7246	16	7250	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1047	0	4	11	7246	32	7250	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1048	0	4	12	7246	64	7250	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1049	0	5	1	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1050	0	5	2	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1051	0	5	3	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1052	0	5	4	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1053	0	5	5	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1054	0	5	6	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1055	0	5	7	7246	2	7250	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1056	0	5	8	7246	4	7250	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1057	0	5	9	7246	8	7250	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1058	0	5	10	7246	16	7250	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1059	0	5	11	7246	32	7250	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1060	0	5	12	7246	64	7250	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1061	0	6	1	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1062	0	6	2	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1063	0	6	3	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1064	0	6	4	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1065	0	6	5	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1066	0	6	6	7246	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1067	0	6	7	7246	2	7250	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1068	0	6	8	7246	4	7250	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1069	0	6	9	7246	8	7250	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1070	0	6	10	7246	16	7250	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1071	0	6	11	7246	32	7250	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1072	0	6	12	7246	64	7250	64	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1073	0	7	1	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1074	0	7	2	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1075	0	7	3	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1076	0	7	4	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1077	0	7	5	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1078	0	7	6	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1079	0	7	7	7247	1	7251	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1080	0	7	8	7247	2	7251	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1081	0	7	9	7247	4	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1082	0	7	10	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1083	0	7	11	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1084	0	7	12	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1085	0	8	1	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1086	0	8	2	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1087	0	8	3	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1088	0	8	4	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1089	0	8	5	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1090	0	8	6	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1091	0	8	7	7247	1	7251	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1092	0	8	8	7247	2	7251	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1093	0	8	9	7247	4	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1094	0	8	10	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1095	0	8	11	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1096	0	8	12	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1097	0	9	1	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1098	0	9	2	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1099	0	9	3	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1100	0	9	4	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1101	0	9	5	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.67		
//	1102	0	9	6	7247	1	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	0.75		
//	1103	0	9	7	7247	1	7251	1	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	10	1	1	0.6		
//	1104	0	9	8	7247	2	7251	2	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	20	1	1	0.4		
//	1105	0	9	9	7247	4	7251	4	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	30	1	1	0.2		
//	1106	0	9	10	7247	8	7251	8	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	40	1	1	-0.3		
//	1107	0	9	11	7247	16	7251	16	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	50	1	1	-0.5		
//	1108	0	9	12	7247	32	7251	32	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	100	1	1	-0.9		
//	1109	0	10	1	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
//	1110	0	10	2	7247	2	0	0	0	0	0	0	0	0	1	1	0.75	0.75	0.5	0.5	0.25	0.25	1	0	1	1	1		
