	//Version	0.0.0.5				0.8.1.9																0.8.1.9																																																																							0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4												0.9.0.4	0.9.0.4	0.9.0.4	0.9.0.2	0.8.1.9			815	815	815	815						0.9.0.4	0.9.0.4	0.9.0.4	
	//1127	산타클로스의선물_야수들의숲지역	0	400380	10	1	0	0	0	0	0	400377	0	63912	63912	0	100	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40274	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3076	3076	3076	3076	3076	40539	40540	0	210114	20337	0	0	0	
	//1128	산타클로스의선물_에텔레인지하수로지역	0	400381	25	1	0	0	0	0	0	400377	0	63913	63913	0	100	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40275	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3077	3077	3077	3077	3077	40541	40542	0	210115	20338	0	0	0	
	//1129	산타클로스의선물_얼어붙은궁전지역	0	400382	40	1	0	0	0	0	0	400377	0	63914	63914	0	100	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40276	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3078	3078	3078	3078	3078	40543	40544	0	210116	20339	0	0	0	
	//1130	산타클로스의선물_용족의계곡지역	0	400383	60	1	0	0	0	0	0	400377	0	63915	63915	0	100	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40277	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3079	3079	3079	3079	3079	40545	40546	0	210117	20340	0	0	0	
	//1131	산타클로스의선물_아이올트공동묘지지역	0	400384	80	1	0	0	0	0	0	400377	0	63916	63916	0	100	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3080	3080	3080	3080	3080	40547	40548	0	210118	20341	0	0	0	
	//대만_크리스마스이벤트_08년		0						0	0						0																																																																													0	0		0	0		0	0		0	0		0	0	0	0	0	0	0							0	0	0	0													0	0	0	
	//1132	크리스마스양말을찾아라	0	400375	1	1	0	0	0	0	0	400377	0	63908	63908	0	50	10	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6616	6555	6521	0	0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3072	3072	3072	3072	3072	1475	1476	0	210112	20335	0	0	0	
	//1133	크리스마스의기쁨_야수들의숲	0	400376	1	1	0	0	0	0	0	400377	0	63910	63910	0	50	10	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3073	3073	3073	3073	3073	1477	1478	0	210113	20336	0	0	0	
	//1134	크리스마스의기쁨_지하수로	0	400376	1	1	0	0	0	0	0	400377	0	63911	63911	0	50	10	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40294	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3074	3074	3074	3074	3074	1477	1478	0	210113	20336	0	0	0	
	//국내_구정이벤트_08년		0						0	0						0																																																																													0	0		0	0		0	0		0	0		0	0	0	0	0	0	0							0	0	0	0													0	0	0	
	//1135	콜로세움투사모집!	1	400394	1	1	0	0	0	0	0	400394	0	63917	63917	0	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6795	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20556	3082	3082	3082	3082	3082	6203	6204	0	6205	40602	0	0	0	
	//1136	콜로세움의망령제거!	0	400395	1	1	0	0	0	0	0	400394	0	63918	63918	0	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6796	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3083	3083	3083	3083	3083	1481	1482	0	210133	20343	0	0	0	
	//1137	혹시?몬트샤인참전용사?	0	400396	1	1	0	0	0	0	0	400394	0	63918	63918	0	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40247	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3084	3084	3084	3084	3084	1483	1484	0	210134	20344	0	0	0	
	//어린이날이벤트09년																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1143	행운권을찾아라!	1	400800	1	1	0	0	0	0	0	55006	0	63919	63919	10001	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40468	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20389	3086	3087	3088	3089	3090	6131	6132	0	6133	40434	0	0	0	
	//OBT3주년09년																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1144	윈드의초대장	1	400801	1	1	0	0	0	0	0	55006	0	63919	63919	10001	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40469	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20390	3091	3091	3091	3091	3091	6134	6135	0	6136	40435	0	0	0	
	//1145	몬스터러쉬이벤트	1	400802	1	1	0	0	0	0	0	55006	0	63919	63919	10001	0	1	135	31	1	0	0	0	0	0	0	0	0	0	1144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40471	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20391	3092	3092	3092	3092	3092	6137	6138	0	6139	40436	0	0	0	
	//1146	이상한물건	1	400803	1	1	0	0	0	0	0	55006	0	63919	63919	10001	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9033	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20392	3093	3093	3093	3093	3093	6140	6141	0	6142	40437	0	0	0	
	//09년중국몬스터콜로세움이벤트																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1135	콜로세움투사모집!	1	400394	1	1	0	0	0	0	0	400394	0	63917	63917	0	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6795	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20556	3082	3082	3082	3082	3082	6203	6204	0	6205	40602	0	0	0	
	//스텟_초기화09																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1138	해방군재편성(버서커)	0	400398	41	1	0	0	0	0	0	55006	0	63810	62004	0	1	41	135	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002	11002	11002	11002	11002	6206	0	0	6207	40603	0	0	0	
	//1139	해방군재편성(드래곤나이트)	0	400398	41	1	0	0	0	0	0	55006	0	63810	62005	0	1	41	135	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002	11002	11002	11002	11002	6208	0	0	6209	40604	0	0	0	
	//1140	해방군재편성(섀도우)	0	400398	41	1	0	0	0	0	0	55006	0	63810	62050	0	1	41	135	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002	11002	11002	11002	11002	6210	0	0	6211	40605	0	0	0	
	//1141	해방군재편성(발키리)	0	400398	41	1	0	0	0	0	0	55006	0	63810	62002	0	1	41	135	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002	11002	11002	11002	11002	6212	0	0	6213	40606	0	0	0	
	//1142	해방군재편성(엘리멘탈리스트)	0	400398	41	1	0	0	0	0	0	55006	0	63810	62006	0	1	41	135	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11002	11002	11002	11002	11002	6214	0	0	6215	40607	0	0	0	
	//중국국경절이벤트(추석이벤트포함)																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1147	건!국!대!업!	0	46461	1	1	0	0	0	0	0	46460	0	65353	65353	10002	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6825	6826	6827	6828	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20843	3094	3094	3094	3094	3094	8301	8302	0	8303	40897	0	0	0	
	//2009 크리스마스 이벤트																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1148	장식용별수집	1	401352	1	1	0	0	0	0	0	401355	0	65420	65420	10002	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6840	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20557	3099	3099	3099	3099	3099	6216	6217	0	6218	41071	0	0	0	
	//1149	장식용종수집	1	401353	1	1	0	0	0	0	0	401355	0	65421	65421	10002	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6841	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20558	3100	3100	3100	3100	3100	6219	6220	0	6221	41072	0	0	0	
	//1150	장식용지팡이수집	1	401354	1	1	0	0	0	0	0	401355	0	65422	65422	10002	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6842	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20559	3101	3101	3101	3101	3101	6222	6223	0	6224	41073	0	0	0	
	//2010중국구정이벤트(마작이벤트_)																																																																																												0	0		0	0		0	0		0	0		0	0												0	0	0														0	0	0	
	//1151	최고급비단주머니_대사희A	1	45472	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6847	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6225	6246	0	6247	41074	0	0	0	
	//1152	최고급비단주머니_대사희B	1	45473	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6848	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6226	6246	0	6247	41075	0	0	0	
	//1153	최고급비단주머니_대사희C	1	45474	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6849	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6227	6246	0	6247	41076	0	0	0	
	//1154	최고급비단주머니_국사무쌍A	1	45475	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6850	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6228	6246	0	6247	41077	0	0	0	
	//1155	최고급비단주머니_국사무쌍B	1	45476	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6851	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6229	6246	0	6247	41078	0	0	0	
	//1156	최고급비단주머니_국사무쌍C	1	45477	1	1	0	0	0	0	0	9170	0	65428	65428	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6852	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20844	3102	3102	3102	3102	3102	6230	6246	0	6247	41079	0	0	0	
	//1157	고급비단주머니_청로두A	1	45478	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6853	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6231	6246	0	6248	41080	0	0	0	
	//1158	고급비단주머니_청로두B	1	45479	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6854	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6232	6246	0	6248	41081	0	0	0	
	//1159	고급비단주머니_청로두C	1	45480	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6855	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6233	6246	0	6248	41082	0	0	0	
	//1160	고급비단주머니_청로두D	1	45481	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6856	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6234	6246	0	6248	41083	0	0	0	
	//1161	고급비단주머니_청로두E	1	45482	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6857	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6235	6246	0	6248	41084	0	0	0	
	//1162	고급비단주머니_청로두F	1	45483	1	1	0	0	0	0	0	9170	0	65429	65429	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6858	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20845	3103	3103	3103	3103	3103	6236	6246	0	6248	41085	0	0	0	
	//1163	중급비단주머니_팽팽호A	1	45484	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6859	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6237	6246	0	6249	41086	0	0	0	
	//1164	중급비단주머니_팽팽호B	1	45485	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6860	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6238	6246	0	6249	41087	0	0	0	
	//1165	중급비단주머니_팽팽호C	1	45486	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6861	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6239	6246	0	6249	41088	0	0	0	
	//1166	중급비단주머니_팽팽호D	1	45487	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6862	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6240	6246	0	6249	41089	0	0	0	
	//1167	중급비단주머니_팽팽호E	1	45488	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6863	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6241	6246	0	6249	41090	0	0	0	
	//1168	중급비단주머니_팽팽호F	1	45489	1	1	0	0	0	0	0	9170	0	65430	65430	10003	0	1	135	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6864	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20846	3104	3104	3104	3104	3104	6242	6246	0	6249	41091	0	0	0	
